Series Name,Country,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Life expectancy at birth, total (years)",Costa Rica,76.63,76.591,76.627,76.703,76.67,76.552,76.804,77.07,76.896,77.138,77.586,77.545,77.983,78.072,78.331,78.505,78.514,78.462,78.445,78.672,78.67,79.348,79.283,79.403,78.774,79.086,79.459,79.377,79.484,79.427,79.277,77.023,..
"Life expectancy at birth, total (years)",Côte d'Ivoire,52.603,52.323,52.138,51.925,51.737,51.61,51.52,51.449,51.108,50.957,50.842,50.81,50.886,50.954,51.363,51.824,52.355,52.97,53.653,54.394,55.023,55.52,56.158,56.748,57.208,57.762,58.06,58.48,58.849,59.319,59.032,58.598,..
"Life expectancy at birth, total (years)",Croatia,72.1704878048781,72.1853658536586,71.2414634146342,71.5224390243903,71.8034146341463,72.0843902439024,72.3653658536585,72.4951219512195,72.3170731707317,72.6419512195122,72.8078048780488,74.5129268292683,74.7173170731707,74.6139024390244,75.520243902439,75.2446341463415,75.8368292682927,75.7056097560976,75.9121951219512,76.1682926829268,76.4756097560976,76.7756097560976,76.9243902439024,77.1268292682927,77.4780487804878,77.2756097560976,78.0219512195122,77.8268292682927,78.0707317073171,78.4243902439025,77.7243902439024,76.4243902439025,..
"Life expectancy at birth, total (years)",Cuba,74.039,74.093,74.162,74.261,74.411,74.623,74.903,75.222,75.564,75.893,76.183,76.421,76.612,76.773,76.912,77.047,77.179,77.307,77.429,77.548,77.661,77.76,77.833,77.87,77.853,77.772,77.643,77.529,77.496,77.611,77.567,73.683,..
"Life expectancy at birth, total (years)",Cyprus,73.539,73.716,74.177,74.65,74.72,75.133,75.522,75.841,76.182,76.295,76.568,76.989,77.487,77.788,77.944,78.101,78.371,78.81,78.981,79.401,79.665,79.999,80.109,80.402,80.771,80.966,81.056,81.328,81.382,81.397,81.391,81.203,..
"Life expectancy at birth, total (years)",Czechia,71.3839024390244,71.8982926829268,72.2717073170732,72.7678048780488,72.9726829268293,73.0748780487805,73.7146341463415,73.8248780487805,74.5146341463415,74.6682926829268,74.9682926829268,75.1731707317073,75.2219512195122,75.1707317073171,75.7219512195122,75.9243902439025,76.5243902439024,76.7243902439025,76.9756097560976,77.0780487804878,77.4243902439025,77.8731707317073,78.0756097560976,78.1756097560976,78.8243902439024,78.5780487804878,79.0268292682927,78.9780487804878,79.0292682926829,79.2292682926829,78.2268292682927,77.3731707317073,..
"Life expectancy at birth, total (years)",Denmark,74.8053658536585,75.1578048780488,75.1941463414634,75.1168292682927,75.3751219512195,75.2126829268293,75.5914634146342,75.9451219512195,76.1390243902439,76.3414634146341,76.5926829268293,76.7926829268293,76.8951219512195,77.1439024390244,77.4926829268293,77.8439024390244,78.0951219512195,78.1951219512195,78.4463414634146,78.5975609756098,79.1,79.8,80.0512195121951,80.3,80.7,80.7024390243902,80.8536585365854,81.1024390243903,80.9536585365854,81.4512195121951,81.6024390243903,81.4048780487805,..
"Life expectancy at birth, total (years)",Djibouti,55.498,55.156,54.452,55.774,55.505,56.302,56.186,55.967,56.176,56.427,56.573,56.903,57.215,57.595,57.759,58.316,58.715,59.024,59.365,59.673,60.259,60.433,60.848,61.221,61.641,61.957,62.191,62.797,63.038,63.085,62.694,62.305,..
"Life expectancy at birth, total (years)",Dominica,69.852,69.646,70.282,70.937,71.076,71.52,71.194,71.634,71.472,70.631,72.693,71.713,72.34,71.438,72.401,72.254,72.848,71.93,73.305,72.17,71.55,69.695,70.538,68.896,69.434,68.727,70.128,67.525,73.59,73.559,73.649,72.814,..
"Life expectancy at birth, total (years)",Dominican Republic,67.11,67.625,68.084,68.472,68.792,68.988,69.097,69.166,69.096,69.279,69.423,69.642,69.923,70.265,70.331,70.875,71.165,71.371,71.658,71.871,72.093,72.221,72.514,72.713,72.867,72.953,72.987,73.063,73.232,73.577,72.889,72.615,..
"Life expectancy at birth, total (years)",Ecuador,69.348,69.625,70.117,70.345,70.757,71.041,71.362,71.681,72.045,72.463,72.839,73.24,73.613,73.975,74.279,74.514,74.689,74.844,74.983,75.184,75.43,75.743,76.062,76.369,76.622,76.789,76.763,76.972,77.094,77.297,72.153,73.67,..
"Life expectancy at birth, total (years)",Egypt,64.146,64.755,65.031,65.468,65.816,66.312,66.742,67.197,67.471,67.737,68.007,68.308,68.564,68.402,68.613,68.779,68.977,69.128,69.319,69.48,69.664,69.88,70.085,70.052,70.415,70.483,70.844,71.302,71.367,71.358,70.99,70.221,..
"Life expectancy at birth, total (years)",El Salvador,62.55,63.856,64.657,65.235,65.838,66.33,67.076,67.895,68.478,69.379,69.865,69.598,70.232,70.14,70.34,70.44,70.773,71.108,71.424,71.576,71.848,71.859,71.831,71.771,71.746,71.814,72.025,72.311,72.555,72.559,71.061,70.748,..
"Life expectancy at birth, total (years)",Equatorial Guinea,50.86,50.969,51.113,51.308,51.415,51.592,51.727,52.061,52.382,52.752,53.226,53.636,54.085,54.581,55.036,55.464,56.046,56.54,57.074,57.431,57.878,58.412,58.865,59.224,59.595,60.103,60.479,60.821,61.191,61.644,60.708,60.594,..
"Life expectancy at birth, total (years)",Estonia,69.4756097560976,69.3731707317073,68.8634146341464,67.909756097561,66.5,67.5439024390244,69.6121951219512,69.809756097561,69.3585365853659,70.0634146341463,70.4170731707317,70.2585365853659,70.9048780487805,71.3170731707317,71.909756097561,72.5682926829268,72.6914634146341,72.8146341463415,73.7707317073171,74.8243902439024,75.4292682926829,76.2292682926829,76.3268292682927,77.1414634146341,77.0341463414634,77.590243902439,77.6414634146342,78.0926829268293,78.2439024390244,78.6463414634147,78.5951219512195,76.7414634146342,..
"Life expectancy at birth, total (years)",Eswatini,63.072,62.685,61.735,60.233,58.268,56.148,53.873,52.044,50.333,48.733,47.256,45.975,44.486,43.349,42.538,42.125,43.12,43.641,44.175,44.639,46.619,48.195,49.835,51.486,53.05,55.019,56.659,57.895,59.411,60.549,59.692,57.066,..
"Life expectancy at birth, total (years)",Ethiopia,44.557,46.13,46.901,47.394,47.861,48.302,48.924,49.514,49.927,49.425,50.538,51.043,51.517,52.533,53.235,54.008,55.149,56.426,57.592,58.804,59.73,60.721,61.543,62.373,62.905,63.649,64.392,64.838,65.412,65.838,65.371,64.975,..
"Life expectancy at birth, total (years)",Fiji,65.508,65.643,65.827,65.928,66.125,66.286,66.408,66.448,66.68,66.763,66.31,66.34,65.748,66.177,66.424,66.632,66.855,66.826,66.935,67.089,67.328,67.523,67.552,67.428,67.376,66.844,67.24,67.79,67.81,67.893,67.924,67.114,..
"Life expectancy at birth, total (years)",Finland,74.8131707317073,75.2275609756098,75.4553658536585,75.7051219512195,76.3956097560976,76.409512195122,76.6934146341464,76.8785365853659,77.0907317073171,77.2912195121951,77.4658536585366,77.9658536585366,78.119512195122,78.3682926829268,78.7146341463415,78.8170731707317,79.2146341463415,79.2634146341464,79.5682926829268,79.719512195122,79.8707317073171,80.4707317073171,80.6268292682927,80.9756097560976,81.1804878048781,81.4804878048781,81.4292682926829,81.6317073170732,81.7341463414634,81.9829268292683,81.9317073170732,81.9341463414634,..
"Life expectancy at birth, total (years)",France,76.6,76.8487804878049,77.1,77.3,77.6487804878049,77.7512195121951,77.9536585365854,78.3048780487805,78.6048780487805,78.7560975609756,79.0560975609756,79.1585365853659,79.2609756097561,79.1146341463415,80.1634146341463,80.1634146341463,80.8121951219512,81.1121951219512,81.2146341463415,81.4146341463415,81.6634146341463,82.1146341463415,81.9682926829268,82.219512195122,82.719512195122,82.3219512195122,82.5731707317073,82.5756097560976,82.6756097560976,82.8268292682927,82.1756097560976,82.3243902439024,..
"Life expectancy at birth, total (years)",Gabon,60.311,60.397,60.545,60.718,60.701,60.704,60.612,60.662,60.79,60.849,61.069,61.27,61.292,61.671,61.838,61.959,62.375,62.618,63.083,63.303,63.898,64.045,64.587,64.776,64.974,65.46,65.802,66.189,66.306,66.603,66.531,65.821,..
"Life expectancy at birth, total (years)",Gambia,51.319,52.127,52.941,53.748,54.721,55.464,56.009,56.06,56.554,56.816,56.942,57.043,57.08,57.586,58.088,58.394,59.06,59.394,60.082,60.427,60.717,61.526,62.096,62.114,62.269,62.494,63.013,62.995,63.04,63.755,62.612,62.083,..
"Life expectancy at birth, total (years)",Georgia,68.389,68.245,67.783,67.656,68.554,68.851,68.974,69.059,69.102,69.319,69.575,69.606,70.024,70.333,70.567,71.13,71.394,71.568,71.332,71.95,72.128,72.39,72.412,72.628,73.099,73.297,73.569,73.57,73.341,73.47,72.765,71.694,..
"Life expectancy at birth, total (years)",Germany,75.0856341463415,75.319512195122,75.819512195122,75.8707317073171,76.2707317073171,76.4219512195122,76.6731707317073,77.0731707317073,77.4756097560976,77.7268292682927,77.9268292682927,78.3292682926829,78.2292682926829,78.3804878048781,78.6804878048781,78.9317073170732,79.1317073170732,79.5341463414634,79.7365853658537,79.8365853658537,79.9878048780488,80.4365853658537,80.5390243902439,80.490243902439,81.090243902439,80.6414634146341,80.990243902439,80.9926829268293,80.8926829268293,81.2926829268293,81.0414634146342,80.9009756097561,..
"Life expectancy at birth, total (years)",Ghana,55.62,56.012,56.231,56.416,56.112,56.565,56.82,57.199,57.6,58.03,58.195,58.107,58.608,59.111,59.191,59.76,59.988,60.224,60.49,60.946,61.157,61.652,62.081,62.42,63.045,63.175,63.89,64.013,64.122,64.74,64.114,63.795,..
"Life expectancy at birth, total (years)",Greece,76.9390243902439,77.1365853658537,77.3829268292683,77.390243902439,77.6390243902439,77.5853658536585,77.6853658536585,78.1365853658537,77.8390243902439,77.9878048780488,77.8878048780488,78.3878048780488,78.6414634146341,78.8414634146341,79.0390243902439,79.2390243902439,79.4390243902439,79.4390243902439,79.9390243902439,80.1878048780488,80.3878048780488,80.7317073170732,80.6341463414634,81.2853658536585,81.3853658536585,81.0365853658537,81.3878048780488,81.2878048780488,81.7878048780488,81.6390243902439,81.2878048780488,80.1829268292683,..
"Life expectancy at birth, total (years)",Grenada,70.683,70.974,71.291,71.576,71.786,72.109,72.331,72.568,72.805,72.903,72.783,73.118,73.167,73.188,71.788,73.521,73.7,74.317,74.656,75.036,74.999,75.295,75.042,75.116,74.985,75.013,74.762,74.765,74.808,74.863,74.924,74.936,..
"Life expectancy at birth, total (years)",Guatemala,62.473,62.725,62.913,63.349,63.726,64.195,64.863,65.536,66.114,66.869,67.446,67.946,68.386,68.797,69.165,69.168,69.812,70.1,70.356,70.641,70.878,71.177,71.463,71.728,71.964,72.103,72.355,72.551,72.726,73.129,71.797,69.237,..
"Life expectancy at birth, total (years)",Guinea,47.004,47.546,48.363,48.962,49.171,49.866,50.544,51.356,52.049,52.356,52.479,52.662,53.278,53.678,54.117,54.632,55.108,55.553,56.044,56.348,56.72,57.019,57.406,57.791,57.886,58.134,58.763,59.109,59.349,59.72,59.327,58.892,..
"Life expectancy at birth, total (years)",Guinea-Bissau,47.084,47.465,47.92,48.228,48.156,48.952,49.065,47.997,47.716,48.006,50.121,50.445,50.986,51.405,52.15,52.249,53.371,54.155,54.646,55.541,56.23,56.967,57.69,58.232,58.61,59.128,59.674,60.066,60.502,60.882,59.999,59.652,..
"Life expectancy at birth, total (years)",Guyana,62.415,62.622,62.787,63.152,63.372,63.136,63.205,63.356,63.9,64.17,64.483,64.788,64.728,64.6,64.93,65.132,65.667,66.254,66.288,66.563,66.743,66.982,67.23,67.473,67.882,68.201,68.384,68.667,68.896,69.124,68.486,65.673,..
"Life expectancy at birth, total (years)",Haiti,52.975,53.391,53.842,54.35,54.653,55.547,56.154,56.516,57.135,57.961,58.365,58.489,58.855,59.507,58.475,60.415,60.763,61.103,61.332,61.741,46.019,61.623,62.291,62.605,62.987,63.237,63.392,63.854,64.019,64.255,64.052,63.192,..
"Life expectancy at birth, total (years)",Honduras,65.243,65.752,65.991,66.251,66.574,67.139,67.439,67.777,62.721,68.422,68.662,69.006,69.366,69.507,69.796,70.104,70.261,70.376,70.441,70.911,71.088,71.439,71.734,71.963,72.259,72.487,72.588,72.692,72.814,72.881,71.462,70.123,..
"Life expectancy at birth, total (years)",Hong Kong (China),77.3804878048781,77.8829268292683,77.6780487804878,78.0317073170732,78.5292682926829,78.6829268292683,79.6268292682927,80.1268292682927,80.1317073170732,80.3829268292683,80.8780487804878,81.4243902439025,81.4268292682927,81.3780487804878,81.8292682926829,81.6292682926829,82.3756097560976,82.3268292682927,82.3756097560976,82.7756097560976,82.9780487804878,83.4219512195122,83.4804878048781,83.8317073170732,83.9804878048781,84.2780487804878,84.2268292682927,84.6804878048781,84.9341463414634,85.1804878048781,85.4975609756098,85.4926829268293,..
"Life expectancy at birth, total (years)",Hungary,69.3156097560976,69.3770731707317,69.1170731707317,69.1012195121951,69.469756097561,69.7917073170732,70.3287804878049,70.7024390243902,70.5578048780488,70.6770731707317,71.2463414634146,72.2487804878049,72.3487804878049,72.3,72.6487804878049,72.6487804878049,73.0975609756098,73.1512195121951,73.7024390243903,73.9048780487805,74.2073170731707,74.8585365853659,75.0634146341463,75.5658536585366,75.7634146341463,75.5682926829269,76.0634146341464,75.8170731707317,76.0658536585366,76.3195121951219,75.5682926829269,74.4658536585366,..
"Life expectancy at birth, total (years)",Iceland,78.0363414634146,77.9919512195122,78.760243902439,78.9346341463415,79.2470731707317,77.9843902439024,78.7778048780488,78.8853658536585,79.6024390243903,79.3512195121951,79.6536585365854,80.690243902439,80.5024390243903,80.9634146341464,80.9975609756098,81.5024390243902,81.1585365853659,81.4536585365854,81.609756097561,81.7512195121951,81.8975609756097,82.3585365853659,82.9170731707317,82.0609756097561,82.8609756097561,82.4682926829268,82.2048780487805,82.6609756097561,82.8609756097561,83.1634146341463,83.0634146341463,83.1170731707317,..
"Life expectancy at birth, total (years)",India,58.652,59.055,59.452,59.815,60.216,60.596,60.984,61.388,61.792,62.207,62.669,63.091,63.616,64.094,64.524,64.996,65.412,65.788,66.149,66.513,66.909,67.359,67.887,68.46,69.074,69.636,70.117,70.467,70.71,70.91,70.15,67.24,..
"Life expectancy at birth, total (years)",Indonesia,63.181,63.537,64.126,64.598,64.856,65.237,65.355,65.733,65.962,66.221,66.433,66.758,67.134,67.413,65.75,67.649,67.914,68.189,68.226,68.494,68.679,68.823,68.973,69.264,69.533,69.699,69.798,69.936,70.338,70.518,68.808,67.57,..
"Life expectancy at birth, total (years)",Iran,64.367,66.459,66.776,67.139,67.468,67.785,68.07,68.359,68.73,69.297,69.691,69.955,70.445,69.823,71.37,71.838,72.276,72.772,72.624,72.698,73.069,73.679,74.186,74.449,74.782,75.124,75.6,75.971,76.195,76.103,74.832,73.875,..
"Life expectancy at birth, total (years)",Ireland,74.8460731707317,75.025,75.4150975609756,75.2921951219512,75.7871219512195,75.4698048780488,75.8317073170732,75.9853658536585,76.1804878048781,76.0829268292683,76.5365853658537,77.1341463414634,77.6341463414634,78.1390243902439,78.5390243902439,78.9439024390244,79.2414634146342,79.6414634146341,80.0951219512195,80.190243902439,80.7439024390244,80.7463414634146,80.8463414634146,80.9487804878049,81.3487804878049,81.4536585365854,81.6536585365854,82.1560975609756,82.2048780487805,82.7024390243903,82.5560975609756,82.1024390243903,..
"Life expectancy at birth, total (years)",Isle of Man,71.959,72.151,73.078,72.31,73.339,73.264,73.756,73.691,74.603,73.666,74.725,75.51,75.42,76.096,76.966,77.623,78.191,78.331,78.449,78.681,78.983,79.19,79.337,79.473,80.037,78.905,80.314,80.457,80.596,80.737,80.588,80.525,..
"Life expectancy at birth, total (years)",Israel,76.6073170731707,76.7585365853659,76.5048780487805,77.1536585365854,77.4024390243903,77.4512195121951,78.1048780487805,78,78.1487804878049,78.6585365853659,78.9536585365854,79.4073170731707,79.4512195121951,79.6487804878049,80.1463414634146,80.1512195121951,80.5536585365854,80.5048780487805,80.9512195121951,81.4048780487805,81.6024390243903,81.6560975609756,81.7048780487805,82.0560975609756,82.1536585365854,82.0512195121951,82.4073170731707,82.5512195121951,82.8024390243903,82.8048780487805,82.6487804878049,82.5,..
"Life expectancy at birth, total (years)",Italy,76.9707317073171,77.0195121951219,77.419512195122,77.7219512195122,77.9219512195122,78.1707317073171,78.5219512195122,78.8243902439024,78.9756097560976,79.4243902439024,79.7780487804878,80.1268292682927,80.2292682926829,79.9829268292683,80.7804878048781,80.7829268292683,81.2829268292683,81.4341463414634,81.4853658536585,81.6365853658537,82.0365853658537,82.1878048780488,82.2390243902439,82.690243902439,83.090243902439,82.5439024390244,83.2439024390244,82.9463414634147,83.3463414634146,83.4975609756098,82.1951219512195,82.7951219512195,..
"Life expectancy at birth, total (years)",Jamaica,72.304,72.186,72.189,71.921,71.739,71.549,71.488,71.207,70.99,70.968,70.944,70.758,70.888,70.806,70.86,71.044,71.199,71.418,71.612,72.124,72.622,73.094,73.433,73.412,72.982,72.394,72.02,71.911,71.793,71.767,71.869,70.5,..
"Life expectancy at birth, total (years)",Japan,78.8370731707317,79.0368292682927,79.080243902439,79.3036585365854,79.6968292682927,79.5360975609756,80.219756097561,80.4241463414634,80.5014634146342,80.4609756097561,81.0760975609756,81.4163414634146,81.6907317073171,81.76,82.030243902439,81.9551219512195,82.3219512195122,82.5070731707317,82.5875609756098,82.9314634146342,82.8426829268293,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,83.7939024390244,83.9848780487805,84.099756097561,84.2109756097561,84.3563414634146,84.56,84.4456097560976,..
"Life expectancy at birth, total (years)",Jordan,69.854,70.093,70.316,70.518,70.699,70.87,71.064,71.272,71.474,71.694,71.918,72.147,72.359,72.573,72.772,72.932,73.145,73.373,73.591,73.801,74,74.189,74.366,74.562,74.789,75.011,75.215,75.502,75.774,76.044,75.184,74.256,..
"Life expectancy at birth, total (years)",Kazakhstan,68.3365853658537,67.6,67.4,65.4,64.9,63.5,63.6,64,64.5,65.63,65.45,65.76,65.95,65.74,66.06,65.86,66.15,66.34,67.11,68.39,68.45,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15,73.18,71.37,70.23,..
"Life expectancy at birth, total (years)",Kenya,58.614,58.005,57.259,56.617,56.273,55.617,55.161,54.816,54.526,54.495,54.411,54.508,54.99,55.601,56.361,57.344,58.222,58.865,59.614,60.365,60.649,61.046,61.115,61.389,61.816,61.892,62.163,62.481,62.676,62.943,62.675,61.427,..
"Life expectancy at birth, total (years)",Kiribati,60.917,61.422,61.893,62.321,62.697,63.014,63.291,63.575,63.854,64.136,64.409,64.655,64.84,64.954,64.989,64.967,64.906,64.844,64.834,64.892,65.016,65.19,65.378,65.588,65.815,66.059,66.332,66.597,66.855,67.15,67.266,67.417,..
"Life expectancy at birth, total (years)",South Korea,71.5975609756098,72.0463414634146,72.4975609756098,72.9975609756098,73.3975609756098,73.7,74.1512195121951,74.6024390243903,75.0048780487805,75.409756097561,75.909756097561,76.4121951219512,76.7658536585366,77.2146341463415,77.6658536585366,78.1682926829268,78.6682926829268,79.119512195122,79.5170731707317,79.9682926829268,80.1170731707317,80.5682926829269,80.819512195122,81.2707317073171,81.7219512195122,82.0243902439024,82.2756097560976,82.6268292682927,82.6268292682927,83.2268292682927,83.4268292682927,83.5268292682927,..
"Life expectancy at birth, total (years)",Kuwait,73.281,74.216,75.691,75.794,75.763,75.537,75.618,75.879,76.157,76.416,76.722,76.891,76.982,76.985,76.792,76.903,76.887,77.017,77.145,77.442,77.982,78.464,78.812,79.164,79.445,79.562,79.701,79.781,79.722,79.685,76.92,78.673,..
"Life expectancy at birth, total (years)",Kyrgyz Republic,68.2975609756098,68.5512195121951,68.1024390243903,67.1926829268293,66.0390243902439,65.790243902439,66.5439024390244,66.8926829268293,67.0512195121951,68.6560975609756,68.5585365853659,68.7073170731707,68.1560975609756,68.2560975609756,68.1536585365854,67.9560975609756,67.6951219512195,67.8951219512195,68.4512195121951,69.1024390243903,69.3,69.6024390243903,70.0024390243902,70.2024390243902,70.4024390243902,70.6512195121951,70.9512195121951,71.2,71.4,71.6,71.8,71.9,..
"Life expectancy at birth, total (years)",Laos,53.713,54.46,54.952,55.435,55.749,56.385,56.891,57.292,57.665,57.873,58.378,59.07,59.534,60.031,60.293,60.98,61.493,62.084,62.603,63.273,63.973,64.736,65.355,65.718,66.361,66.67,67.167,67.434,67.634,68.138,68.497,68.061,..
"Life expectancy at birth, total (years)",Latvia,69.2731707317073,69.0324390243903,68.3960975609756,66.7226829268293,65.6643902439025,66.3912195121951,68.7765853658537,69.3492682926829,69.0121951219512,69.7429268292683,70.3146341463415,70.7609756097561,70.9609756097561,71.2658536585366,72.0268292682927,71.3560975609756,70.8658536585366,71.019512195122,72.419512195122,73.0804878048781,73.4829268292683,73.5756097560976,73.7780487804878,73.9829268292683,74.1243902439024,74.4804878048781,74.580487804878,74.6292682926829,74.7829268292683,75.3878048780488,75.1853658536585,73.2829268292683,..
"Life expectancy at birth, total (years)",Lebanon,64.475,71.176,71.192,71.382,71.681,72.043,72.293,72.778,72.944,73.49,73.931,74.365,75.064,75.593,75.976,76.273,76.08,77.08,77.584,77.889,78.156,78.404,78.628,78.765,78.973,79.229,79.505,79.654,79.729,79.236,77.804,75.047,..
"Life expectancy at birth, total (years)",Lesotho,59.398,59.193,58.555,57.991,58.018,56.723,55.232,53.594,51.783,50.081,48.427,46.849,45.595,44.53,43.711,43.233,42.914,43.123,43.566,44.034,45.596,46.692,47.835,49.002,50.033,51.101,52.264,53.064,53.733,54.173,54.693,53.062,..
"Life expectancy at birth, total (years)",Liberia,36.688,42.795,42.738,42.166,41.796,43.917,44.419,47.847,48.901,49.953,51.356,52.752,53.788,53.042,56.013,56.912,57.62,58.285,58.772,59.194,59.433,59.62,59.913,59.943,59.121,59.148,60.416,60.553,60.853,61.104,60.948,60.747,..
